89.9569 93.8669 95.6831 96.6581 97.2428 97.6221 97.882 98.0669 98.2016 98.3014 98.3758 98.4312 98.4722 98.5019 98.5227 98.5364 98.5443 98.5475 98.5468 98.543 98.5365 98.5278 98.5173 98.5053 98.4921 98.4779 98.4629 98.4473 98.4311 98.4146 98.3978 98.3809 98.3639 98.3469 98.3299 98.3131 98.2964 98.2799 98.2636 98.2477 98.232 98.2166 98.2016 98.187 98.1727 98.1589 98.1454 98.1323 98.1197 98.1074 98.0956 98.0842 98.0732 98.0627 98.0525 98.0428 98.0335 98.0245 98.016 98.0079 98.0001 97.9927 97.9857 97.979 97.9727 97.9667 97.961 97.9557 97.9506 97.9459 97.9414 97.9372 97.9333 97.9296 97.9262 97.923 97.92 97.9172 97.9147 97.9123 97.9101 97.908 97.9061 97.9043 97.9026 97.9011 97.8996 97.8982 97.8969 97.8955 97.8943 97.893 97.8917 97.8903 97.8889 97.8874 97.8858 97.8841 97.8821 97.88 97.8776 97.8749 97.8718 97.8684 97.8646 97.8603 97.8554 97.8499 97.8437 97.8368 97.8289 97.8201 97.8102 97.7991 97.7867 97.7728 97.7572 97.7397 97.7202 97.6983 97.6739 97.6465 97.6158 97.5815 97.543 97.4998 97.4512 97.3965 97.3348 97.2651 97.186 97.096 96.9933 96.8756 96.7399 96.5826 96.3991 96.1831 95.9266 95.6184 95.2429 94.7776 94.189 93.4242 92.3961 90.9495 88.7839 85.2516 78.7749 64.9696 
85.9608 89.8278 92.2077 93.7069 94.6912 95.364 95.8396 96.1844 96.4389 96.6288 96.7712 96.8777 96.9565 97.0136 97.0535 97.0796 97.0944 97.1 97.098 97.0898 97.0764 97.0587 97.0375 97.0133 96.9867 96.9581 96.928 96.8966 96.8642 96.8311 96.7976 96.7636 96.7296 96.6955 96.6615 96.6278 96.5944 96.5614 96.5289 96.4969 96.4656 96.4349 96.4049 96.3756 96.347 96.3193 96.2924 96.2662 96.2409 96.2165 96.1928 96.17 96.1481 96.127 96.1067 96.0872 96.0686 96.0507 96.0336 96.0174 96.0018 95.987 95.973 95.9596 95.947 95.935 95.9237 95.913 95.9029 95.8934 95.8845 95.8761 95.8683 95.8609 95.8541 95.8477 95.8417 95.8362 95.831 95.8263 95.8218 95.8177 95.8139 95.8103 95.807 95.8039 95.8009 95.7981 95.7955 95.7929 95.7903 95.7877 95.7852 95.7825 95.7797 95.7767 95.7735 95.77 95.7661 95.7619 95.7571 95.7517 95.7457 95.7389 95.7313 95.7227 95.713 95.7021 95.6898 95.6759 95.6603 95.6428 95.6231 95.601 95.5763 95.5486 95.5176 95.4828 95.444 95.4005 95.3519 95.2975 95.2366 95.1683 95.0918 95.006 94.9096 94.801 94.6787 94.5404 94.3837 94.2056 94.0025 93.7699 93.5021 93.1923 92.8313 92.4075 91.9055 91.3046 90.5759 89.679 88.5544 87.1122 85.211 82.6184 78.9347 73.4479 64.8785 51.1035 
84.0587 87.2762 89.6132 91.2711 92.4517 93.304 93.9288 94.3933 94.742 95.0052 95.204 95.3534 95.4642 95.5444 95.6002 95.6361 95.6558 95.6623 95.6579 95.6443 95.6232 95.5959 95.5633 95.5265 95.4862 95.443 95.3974 95.3501 95.3013 95.2515 95.201 95.15 95.0988 95.0476 94.9965 94.9459 94.8957 94.8462 94.7974 94.7494 94.7024 94.6563 94.6112 94.5673 94.5245 94.4829 94.4425 94.4033 94.3653 94.3286 94.2932 94.259 94.2261 94.1944 94.164 94.1348 94.1069 94.0801 94.0545 94.0301 94.0068 93.9846 93.9635 93.9435 93.9246 93.9066 93.8896 93.8736 93.8584 93.8442 93.8308 93.8183 93.8065 93.7955 93.7853 93.7757 93.7668 93.7585 93.7508 93.7436 93.737 93.7308 93.7251 93.7198 93.7148 93.7101 93.7057 93.7016 93.6976 93.6937 93.6899 93.6861 93.6822 93.6783 93.6741 93.6697 93.6649 93.6597 93.6539 93.6476 93.6405 93.6325 93.6236 93.6135 93.6022 93.5894 93.575 93.5587 93.5404 93.5198 93.4966 93.4705 93.4413 93.4085 93.3717 93.3305 93.2844 93.2328 93.175 93.1104 93.0382 92.9574 92.867 92.7657 92.6523 92.525 92.3821 92.2215 92.0404 91.836 91.6046 91.342 91.0429 90.7008 90.308 89.8544 89.3275 88.7112 87.9845 87.1194 86.0783 84.809 83.2381 81.2598 78.718 75.3787 70.8888 64.727 56.1879 44.5662 
82.998 85.6056 87.6983 89.3136 90.5416 91.4725 92.1799 92.7195 93.1323 93.4479 93.6885 93.8701 94.005 94.1024 94.1695 94.2118 94.2338 94.239 94.2303 94.2101 94.1802 94.1422 94.0977 94.0476 93.993 93.9346 93.8734 93.8098 93.7443 93.6776 93.6099 93.5417 93.4732 93.4048 93.3366 93.2689 93.202 93.1358 93.0707 93.0067 92.9439 92.8824 92.8224 92.7638 92.7067 92.6512 92.5973 92.5451 92.4945 92.4455 92.3983 92.3527 92.3089 92.2667 92.2261 92.1872 92.1499 92.1143 92.0802 92.0476 92.0166 91.9871 91.959 91.9323 91.907 91.8831 91.8605 91.8391 91.819 91.8 91.7822 91.7655 91.7498 91.7352 91.7215 91.7088 91.6969 91.6858 91.6756 91.6661 91.6572 91.649 91.6414 91.6344 91.6278 91.6216 91.6158 91.6102 91.6049 91.5998 91.5948 91.5898 91.5847 91.5794 91.5739 91.5681 91.5618 91.555 91.5474 91.5391 91.5297 91.5193 91.5075 91.4943 91.4793 91.4625 91.4435 91.4221 91.3979 91.3708 91.3402 91.3059 91.2674 91.2242 91.1757 91.1215 91.0607 90.9928 90.9168 90.8318 90.7368 90.6306 90.5117 90.3788 90.2298 90.0629 89.8757 89.6652 89.4284 89.1614 88.8595 88.5175 88.1286 87.685 87.1768 86.5919 85.9151 85.1273 84.2036 83.112 81.8102 80.2417 78.3304 75.9719 73.0234 69.2904 64.5156 58.3838 50.5801 40.9734 
82.3279 84.4504 86.2616 87.7443 88.93 89.8662 90.6008 91.1749 91.622 91.9685 92.2347 92.4367 92.5867 92.6944 92.7675 92.812 92.8329 92.8342 92.8192 92.7904 92.7503 92.7006 92.643 92.5789 92.5093 92.4353 92.3578 92.2776 92.1952 92.1112 92.0261 91.9405 91.8546 91.7687 91.6833 91.5986 91.5147 91.4319 91.3504 91.2703 91.1918 91.1149 91.0398 90.9665 90.8952 90.8258 90.7584 90.6931 90.6299 90.5687 90.5097 90.4528 90.398 90.3452 90.2946 90.246 90.1994 90.1549 90.1123 90.0716 90.0329 89.996 89.9609 89.9276 89.896 89.8661 89.8379 89.8112 89.786 89.7624 89.7401 89.7193 89.6997 89.6815 89.6644 89.6485 89.6337 89.6199 89.6071 89.5953 89.5843 89.5741 89.5646 89.5558 89.5476 89.5399 89.5327 89.5258 89.5193 89.5129 89.5067 89.5005 89.4943 89.4878 89.4811 89.4739 89.4662 89.4577 89.4485 89.4382 89.4267 89.4139 89.3994 89.3831 89.3648 89.344 89.3207 89.2943 89.2646 89.2312 89.1936 89.1514 89.1039 89.0507 88.9911 88.9244 88.8497 88.7661 88.6727 88.5683 88.4516 88.3212 88.1754 88.0123 87.8299 87.6255 87.3965 87.1395 86.8506 86.5253 86.1583 85.7431 85.2724 84.7368 84.1252 83.4241 82.6165 81.6816 80.5928 79.3168 77.8106 76.0192 73.8713 71.2753 68.1145 64.2449 59.5 53.7132 46.7758 38.7474 
81.8634 83.6074 85.1542 86.4736 87.5695 88.4637 89.1844 89.7598 90.2154 90.5725 90.849 91.0592 91.2149 91.3256 91.3988 91.4409 91.4571 91.4514 91.4275 91.3884 91.3363 91.2735 91.2018 91.1227 91.0374 90.9471 90.8528 90.7554 90.6556 90.5541 90.4514 90.3481 90.2445 90.1412 90.0384 89.9364 89.8356 89.736 89.6381 89.5419 89.4475 89.3552 89.265 89.1771 89.0914 89.0082 88.9273 88.849 88.7731 88.6998 88.629 88.5607 88.4949 88.4317 88.3709 88.3127 88.2568 88.2034 88.1523 88.1036 88.0571 88.0129 87.9709 87.931 87.8931 87.8573 87.8234 87.7915 87.7613 87.733 87.7063 87.6813 87.6579 87.636 87.6156 87.5966 87.5788 87.5624 87.5471 87.5329 87.5197 87.5075 87.4962 87.4857 87.4759 87.4668 87.4582 87.4501 87.4423 87.4348 87.4274 87.4201 87.4127 87.4051 87.3972 87.3888 87.3797 87.3698 87.3589 87.3468 87.3334 87.3182 87.3012 87.2821 87.2605 87.2361 87.2086 87.1776 87.1427 87.1033 87.059 87.0093 86.9535 86.8909 86.8207 86.7421 86.6542 86.556 86.4461 86.3234 86.1863 86.0332 85.8621 85.671 85.4573 85.2183 84.9506 84.6506 84.314 83.9356 83.5095 83.0288 82.4851 81.8684 81.1669 80.3661 79.4485 78.3927 77.1721 75.7543 74.0987 72.1552 69.8623 67.1452 63.9158 60.0759 55.5271 50.1939 44.0631 37.2408 
81.5188 82.9625 84.2754 85.428 86.4127 87.237 87.9161 88.468 88.9108 89.2612 89.5338 89.741 89.8933 89.9995 90.0671 90.102 90.1094 90.0937 90.0583 90.0065 89.9408 89.8634 89.7763 89.6811 89.5792 89.4719 89.3602 89.2451 89.1275 89.008 88.8874 88.7661 88.6447 88.5237 88.4033 88.284 88.166 88.0497 87.9352 87.8228 87.7126 87.6049 87.4996 87.3969 87.297 87.1998 87.1055 87.0141 86.9257 86.8401 86.7576 86.6779 86.6013 86.5276 86.4568 86.3888 86.3237 86.2615 86.202 86.1452 86.091 86.0395 85.9905 85.944 85.8999 85.8582 85.8187 85.7815 85.7464 85.7133 85.6823 85.6532 85.626 85.6005 85.5767 85.5546 85.534 85.5148 85.497 85.4805 85.4653 85.4511 85.438 85.4258 85.4145 85.4039 85.394 85.3847 85.3757 85.3671 85.3587 85.3503 85.3418 85.3332 85.3241 85.3145 85.3042 85.2929 85.2806 85.2668 85.2515 85.2343 85.2149 85.1931 85.1685 85.1407 85.1094 85.074 85.0342 84.9893 84.9388 84.8821 84.8184 84.747 84.667 84.5774 84.4772 84.3652 84.2401 84.1004 83.9444 83.7703 83.576 83.359 83.1167 82.846 82.5433 82.2045 81.8249 81.3992 80.9209 80.3826 79.7755 79.0895 78.3122 77.4291 76.4227 75.2721 73.9522 72.4327 70.6774 68.6432 66.2797 63.5293 60.3294 56.6171 52.34 47.4729 42.0424 36.1529 
81.2497 82.4492 83.5585 84.5521 85.4187 86.1584 86.7781 87.2889 87.7028 88.0324 88.289 88.4831 88.6236 88.7186 88.7746 88.7976 88.7925 88.7633 88.7139 88.6472 88.5659 88.4723 88.3685 88.2561 88.1366 88.0114 87.8817 87.7484 87.6125 87.4747 87.3357 87.1962 87.0567 86.9177 86.7796 86.6428 86.5077 86.3744 86.2434 86.1147 85.9886 85.8653 85.745 85.6276 85.5133 85.4023 85.2946 85.1901 85.089 84.9913 84.897 84.8061 84.7186 84.6344 84.5535 84.476 84.4017 84.3306 84.2626 84.1978 84.136 84.0772 84.0213 83.9682 83.9179 83.8703 83.8253 83.7828 83.7428 83.7051 83.6697 83.6366 83.6055 83.5765 83.5494 83.5241 83.5006 83.4788 83.4586 83.4398 83.4225 83.4064 83.3915 83.3777 83.3649 83.353 83.3418 83.3312 83.3212 83.3115 83.302 83.2927 83.2832 83.2736 83.2635 83.2529 83.2414 83.2289 83.2152 83.1999 83.1829 83.1638 83.1423 83.1181 83.0907 83.0599 83.025 82.9857 82.9413 82.8913 82.8351 82.772 82.7011 82.6216 82.5325 82.4328 82.3213 82.1968 82.0577 81.9025 81.7293 81.5361 81.3207 81.0804 80.8123 80.5132 80.1792 79.8061 79.3888 78.9218 78.3984 77.811 77.1507 76.4073 75.5685 74.6201 73.5455 72.325 70.9356 69.3504 67.5383 65.4636 63.0868 60.3654 57.2572 53.7247 49.7442 45.3165 40.4814 35.3287 
81.0312 82.0274 82.959 83.8052 84.5543 85.2029 85.753 86.2107 86.584 86.8817 87.1126 87.2849 87.4063 87.4837 87.523 87.5295 87.508 87.4623 87.396 87.3122 87.2134 87.102 86.9801 86.8493 86.7113 86.5675 86.4189 86.2668 86.1121 85.9555 85.7978 85.6398 85.482 85.3248 85.1688 85.0144 84.8619 84.7116 84.5639 84.4189 84.277 84.1381 84.0026 83.8705 83.7419 83.617 83.4958 83.3784 83.2647 83.1548 83.0488 82.9466 82.8482 82.7536 82.6627 82.5756 82.4921 82.4122 82.3359 82.2631 82.1937 82.1276 82.0648 82.0052 81.9487 81.8952 81.8447 81.797 81.7521 81.7098 81.6701 81.6329 81.598 81.5654 81.5351 81.5068 81.4804 81.456 81.4334 81.4124 81.393 81.375 81.3584 81.343 81.3288 81.3155 81.3031 81.2914 81.2803 81.2696 81.2592 81.2489 81.2386 81.2281 81.2171 81.2055 81.193 81.1794 81.1645 81.1479 81.1294 81.1087 81.0853 81.0589 81.0291 80.9954 80.9574 80.9144 80.866 80.8115 80.7501 80.6811 80.6037 80.5169 80.4196 80.3108 80.1892 80.0533 79.9016 79.7325 79.5439 79.3337 79.0995 78.8385 78.5478 78.2237 77.8625 77.4597 77.0102 76.5081 75.947 75.319 74.6156 73.8265 72.9401 71.9429 70.8194 69.5517 68.1194 66.4993 64.6654 62.5894 60.2413 57.591 54.6115 51.2824 47.597 43.5686 39.2386 34.681 
80.8483 81.6713 82.4467 83.1577 83.7936 84.3494 84.8245 85.2218 85.5462 85.8038 86.0011 86.1446 86.2406 86.2948 86.3126 86.2986 86.2572 86.1919 86.1062 86.003 85.8849 85.7541 85.6127 85.4625 85.3049 85.1415 84.9735 84.8019 84.6278 84.452 84.2753 84.0984 83.9219 83.7464 83.5723 83.4001 83.2301 83.0628 82.8983 82.737 82.579 82.4246 82.2739 82.1271 81.9842 81.8454 81.7108 81.5803 81.4541 81.3321 81.2144 81.1009 80.9917 80.8867 80.7858 80.6891 80.5965 80.5079 80.4232 80.3424 80.2654 80.1921 80.1225 80.0564 79.9937 79.9345 79.8784 79.8256 79.7758 79.7289 79.6849 79.6437 79.6051 79.569 79.5354 79.504 79.4749 79.4479 79.4229 79.3997 79.3783 79.3585 79.3402 79.3233 79.3076 79.2931 79.2795 79.2667 79.2546 79.243 79.2318 79.2207 79.2096 79.1983 79.1865 79.1741 79.1607 79.1462 79.1303 79.1126 79.0928 79.0705 79.0455 79.0172 78.9853 78.9492 78.9084 78.8623 78.8103 78.7517 78.6858 78.6117 78.5285 78.4352 78.3307 78.2137 78.0831 77.9372 77.7745 77.5931 77.391 77.1659 76.9154 76.6365 76.3262 75.981 75.5967 75.169 74.6926 74.1619 73.5702 72.9102 72.1733 71.3499 70.4289 69.3981 68.2432 66.9483 65.4959 63.8664 62.0388 59.9911 57.7013 55.1489 52.3177 49.1987 45.7944 42.1235 38.2245 34.1571 
